//Input. Needs to be first e.g [I] replaced by click or tap,
Click,Clique
Buccaneer-Cannon Ship,Bombardier
Buccaneer-Merchantman,Navire de commerce
Buccaneer-Aircraft Carrier,Porte-avions
Buccaneer-Monkey Pirates,Singes pirates
Buccaneer-Favored Trades,Commerces privilégiés
Buccaneer-Carrier Flagship,Vaisseau amiral transporteur
Buccaneer-Pirate Lord,Seigneur des pirates
Buccaneer-Trade Empire,Empire commercial
,
Rapid Fire,Tir rapide
Exploding Pineapple,Ananas explosif
Sharper Darts,Fléchettes plus aiguisées
Lots More Darts,Bien plus de fléchettes
Spy Plane,Avion espion
Centered Path,Trajectoire centrée
Fighter Plane,Avion de chasse
Bomber Ace,Pilote de bombardier
Neva-Miss Targeting,En plein dans le mille
Operation: Dart Storm,Opération : tempête de fléchettes
Ground Zero,Épicentre
Spectre,Spectre
Sky Shredder,Broyeur de ciel
Tsar Bomba,Tsar Bomba
Flying Fortress,Forteresse volante
,
Quad Darts,Fléchettes quadruples
Bigger Jets,Plus gros réacteurs
Faster Firing,Fusillade plus rapide
Pursuit,Poursuite
IFR,IFR
Faster Darts,Fléchettes plus rapides
Razor Rotors,Rotors rasoirs
Downdraft,Courant rabattant
MOAB Shove,Bousculade de MOAB
Apache Dartship,Pales scalpeuses
Support Chinook,Chinook de soutien
Comanche Defense,Défense comanche
Apache Prime,Chef apache
Special Poperations,Popérations spéciales
Comanche Commander,Commandant comanche
,
Bigger Blast,Plus grosse déflagration
Mortar Faster Reload,Rechargement plus rapide
Increased Accuracy,Précision augmentée
Bloon Buster,Dégommeur de Bloons
Mortar Rapid Reload,Rechargement rapide
Burny Stuff,Ça crame
Shockwave,Traumatisme
Heavy Shells,Obus lourds
Signal Flare,Fusée éclairante
The Big One,Méga explosion
Artillery Battery,Déluge d’artillerie
Shattering Shells,Obus fracassants
The Biggest One,Super méga explosion
Pop and Awe,Stupeur d'éclatement
Blooncineration,Blooncinération
,
Focused Firing,Tir ciblé
Advanced Targeting,Ciblage avancé
Powerful Darts,Fléchettes puissantes
Faster Swivel,Pivotement plus rapide
Faster Barrel Spin,Barillet plus rapide
Depleted Bloontonium,Bloontonium appauvri
Laser Shock,Choc laser
Laser Cannon,Canon laser
Hydra Rocket Pods,Nacelles d’hydrofusées
Buckshot,Chevrotine
Plasma Accelerator,Accélérateur de plasma
Rocket Storm,Tempête de roquettes
Bloon Area Denial System,Protection locale anti-Bloon
Ray of Doom,Rayon mortel
M.A.D,M.A.D.
Bloon Exclusion Zone,Zone d'exclusion de Bloons
,
Guided Magic,Magie guidée
Fireball,Boule de feu
Intense Magic,Magie intense
Arcane Blast,Explosion ésotérique
Wall of Fire,Mur de feu
Monkey Sense,Sens simiesque
Arcane Mastery,Domination ésotérique
Dragon's Breath,Souffle du dragon
Shimmer,Scintillement
Arcane Spike,Herse ésotérique
Summon Phoenix,Invocation du phénix
Necromancer: Unpopped Army,Nécromancien : armée intacte
Archmage,Archimage
Wizard Lord Phoenix,Phénix seigneur des sorciers
Soulbind,Prince des ténèbres
,
Laser Blasts,Explosions laser
Super Range,Super portée
Knockback,Poussée
Plasma Blasts,Explosions plasma
Epic Range,Portée épique
Ultravision,Ultravision
Sun Avatar,Avatar du soleil
Robo Monkey,Robo-singe
Dark Knight,Chevalier noir
Sun Temple,Temple du soleil
Tech Terror,Terreur tech
Dark Champion,Champion du côté obscur
True Sun God,Vrai dieu du soleil
The Anti-Bloon,L'anti-Bloon
Legend of the Night,Légende de la nuit
,
Ninja Discipline,Discipline ninja
Distraction,Distraction
Seeking Shuriken,Shuriken chercheur
Sharp Shurikens,Shurikens aiguisés
Counter-Espionage,Contre-espionnage
Caltrops,Chausse-trappes
Double Shot,Double tir
Shinobi Tactics,Tactiques shinobi
Flash Bomb,Bombe aveuglante
Bloonjitsu,Bloonjitsu
Bloon Sabotage,Sabotage de Bloons
Sticky Bomb,Bombe collante
Grandmaster Ninja,Grand maître ninja
Grand Saboteur,Grand saboteur
Master Bomber,Pilot de bombardier expert
,
Larger Potions,Potions plus larges
Stronger Acid,Acide plus corrosif
Acid Pool,Flaque d'acide
Acidic Mixture Dip,Bain d'acide mélangé
Perishing Potions,Potions dépouillantes
Alchemist Faster Throwing,Lancer plus rapide
Berserker Brew,Préparation de fou furieux
Unstable Concoction,Concoction instable
Lead to Gold,De plomb à or
Stronger Stimulant,Stimulant plus fort
Transforming Tonic,Tonifiant transformateur
Rubber to Gold,De caoutchouc à or
Permanent Brew,Préparation permanente
Total Transformation,Transformation totale
Bloon Master Alchemist,Maître alchimiste Bloon
,
Hard Thorns,Épines aiguisées
Thorn Swarm,Nuée d'épines
Druidic Reach,Portée druidique
Heart of Thunder,Cœur de tonnerre
Heart of Oak,Cœur de chêne
Heart of Vengeance,Cœur de vengeance
Druid of the Storm,Druide de la tempête
Druid of the Jungle,Druide de la jungle
Druid of Wrath,Druide du courroux
Ball Lightning,Boule de foudre
Jungle's Bounty,Abondance de la jungle
Poplust,Soif d'éclatement
Superstorm,Super tempête
Spirit of the Forest,Esprit de la forêt
Avatar of Wrath,Avatar du courroux
,
Increased Production,Production accrue
Long Life Bananas,Bananes longue durée
EZ Collect,Collecte facile
Greater Production,Production encore plus élevée
Valuable Bananas,Bananes extra
Banana Salvage,Bananes récupérées
Banana Plantation,Plantation de bananes
Monkey Bank,Banque simiesque
Marketplace,Marché
Banana Research Facility,Centre de recherches sur les bananes
IMF loan,Prêt du FMI
Central Market,Marché central
Banana Central,Centre bananier
Monkey-Nomics,Singe-nomie
Monkey Wall Street,Wall Street des singes
,
Sentry Gun,Pistolet de sentinelle
Larger Service Area,Extension de zone
Oversize Nails,Clous extra larges
Faster Engineering,Ingénierie plus rapide
Deconstruction,Déconstruction
Pin,Épingle
Sprockets,Pignons
Cleansing Foam,Mousse nettoyante
Double Gun,Double pistolet
Sentry Expert,Sentinelle experte
Overclock,Surpuissance
Bloon Trap,Piège à Bloons
Sentry Paragon,Sentinelle champion
Ultraboost,Ultraboost
XXXL Trap,Piège extra extra large
,
Bigger Stacks,Plus gros tas
Faster Production,Production plus rapide
Long Reach,Longue portée
White Hot Spikes,Pointes ardentes
Even Faster Production,Production ultra-rapide
Smart Spikes,Herses intelligentes
Spiked Balls,Boules à pointes
MOAB SHREDR,BROYEUR DE MOAB
Long Life Spikes,Pointes longue durée
Spiked Mines,Mines pointues
Spike Storm,Tempête de pointes
Deadly Spikes,Pointes mortelles
Super Mines,Super mines
Carpet of Spikes,Tapis de pointes
Perma-Spike,Perma-pointes
,
Military Efficiency,Efficacité militaire
Magic Sciences,Sciences magiques
Private Tuition,Cours particuliers
Wider Influence,Influence plus large
Academic Network,Réseau académique
Heroic Presence,Présence héroïque
M.A.S.H,HCMS
Wizards Library,Bibliothèque des sorciers
Heroic Academy,Académie des héros
Military Barracks,Casernes
Magic Arcanum,Arcanes magiques
Power Hero Development (PhD),Puissance de héros développée (PhD)
Military HQ,QG militaire
Nexus Crucible,Chaudron des créations
Dynamic Duo,Duo de choc
,
Bigger Radius,Rayon plus large
Grow Blocker,Bloqueur de développement
Monkey Business,Singeries
Jungle Drums,Tam-tams de la jungle
Radar Scanner,Scanner de radar
Monkey Commerce,Commerce des singes
Primary Training,Formation principale
Monkey Intelligence Bureau,Bureau de renseignements simiesque
Monkey Town,Ville de singes
Primary Mentoring,Mentorat principal
Call to Arms,Appel aux armes
Monkey City,La cité des singes
Primary Expertise,Expertise principale
Homeland Defense,Défense nationale
Monkeyopolis,Singeopole
,
//Power names,
SuperMonkeyStorm,Tempête de super singes
MonkeyBoost,Boost de singe
Thrive,Expansion
DartTime,Arrêt du temps
CashDrop,Livraison d'argent
BananaFarmer,Cultivateur de bananes
PortableLake,Lac portatif
Pontoon,Ponton
RoadSpikes,Herses
MoabMine,Mine anti-MOAB
CamoTrap,Piège anticamouflage
GlueTrap,Piège collant
,
//Power descriptions,
SuperMonkeyStorm Description,C’est un oiseau. C’est un avion. Cet escadron de singes volants armés d’un rayon laser super-puissant détruira tout Bloon à l’écran et infligera des dégâts considérables aux Bloons de classe MOAB.
MonkeyBoost Description,"Allez, on fait passer ça à 11 ! Toutes les tours attaquent deux fois plus vite pendant {0} secondes."
Thrive Description,Augmente la production d'argent et l'éclatement de Bloons de toutes tes tours de {0} % pour le reste de la manche et toute la manche suivante !
DartTime Description,"Si parfois les choses vont trop vite, utilise l'arrêt du temps pour interrompre brièvement l'action pour pouvoir te concentrer sur la gestion de tes singes."
CashDrop Description,Besoin d'un petit peu plus d'argent ? Utilise Commandement simiesque pour éliminer un de ces méchants aux poches pleines dès que possible !
BananaFarmer Description,"Fatigué de récolter toutes ces bananes toi-même ? Ce gars-là aussi, mais au moins, il est payé pour ça. Le cultivateur récoltera automatiquement toutes les bananes dans son rayon d’action à ta place."
PortableLake Description,"Aucun endroit où poser ton bateau ? Les singes rusés savent qu’ils peuvent placer un lac portatif sur la terre ferme, permettant ainsi de déployer n’importe quelle unité aquatique dessus."
Pontoon Description,"Place pratiquement n’importe quelle tour terrestre sur l’eau grâce au ponton ! Déploie le ponton sur l’eau, puis pose ta tour terrestre dessus."
RoadSpikes Description,Un gros tas de herses prêtes à être utilisées où tu en as le plus besoin !
MoabMine Description,Une mine puissante qui détecte la présence de Bloons de classe MOAB et explose en infligeant des dégâts considérables.
CamoTrap Description,"Parfait exemple d'ingénierie simiesque, ce piège supprimera tout état de camouflage sur les {0} premiers Bloons qui le toucheront."
GlueTrap Description,Ce piège collant ralentira les {0} premiers Bloons qui passeront par-dessus avant qu'il ne disparaisse.
,
//Upgrade Descriptions,
Sharp Shots Description,Peut faire éclater 1 Bloon supplémentaire par tir.
Quick Shots Description,Tire 15 % plus vite.
Long Range Darts Description,Le singe à fléchettes tire plus loin que d’habitude.
Razor Sharp Shots Description,Peut faire éclater 2 Bloons en plus par tir.
Very Quick Shots Description,Tire 33 % plus vite !
Enhanced Eyesight Description,Tire encore plus loin et peut détecter les Bloons camouflés.
Spike-o-pult Description,Convertit le singe à fléchettes en herse-a-pulte à la vitesse d'attaque moins rapide qui lance violemment des boules à pointes. Chaque boule peut faire éclater de nombreux Bloons et rebondit sur les obstacles.
Triple Shot Description,Lance 3 fléchettes à la fois au lieu d’une.
Crossbow Description,Utilise une arbalète qui peut faire éclater 3 couches de Bloon à chaque tir.
Juggernaut Description,Lance violemment une boule à pointes géante qui fait éclater les Bloons en plomb et est idéale pour pulvériser les Bloons en céramique et fortifiés.
Super Monkey Fan Club Description,"Aptitude Fan-club de super singes : transforme jusqu'à 10 singes à fléchettes à proximité en super singes pendant 15 secondes, y compris lui-même. Vitesse d'attaque ordinaire également augmentée."
Sharp Shooter Description,Tireur d'élite attaque plus rapidement et effectue des tirs critiques à intervalles réguliers tous les quelques tirs qui infligent beaucoup plus de dégâts.
Ultra-Juggernaut Description,Énorme boule à pointes qui se divise deux fois en 6 boules de Force destructrice pour encore plus de pouvoir destructeur contre les Bloons en céramique et fortifiés.
Plasma Monkey Fan Club Description,Une adhésion d'élite à ce club accorde aux singes à fléchettes encore plus de puissance !
Crossbow Master Description,L'expert arbalétrier tire très rapidement et dévaste plus de types de Bloons sans difficulté.
,
Improved Rangs Description,Peut faire éclater jusqu'à 8 Bloons par lancer.
Faster Throwing Description,Lance des boomerangs plus rapidement.
Long Range Rangs Description,Peut lancer des boomerangs plus loin que d'habitude.
Glaives Description,Lance des glaives plus aiguisés et plus rapides au lieu de boomerangs.
Faster Rangs Description,Les boomerangs sont lancés et se déplacent plus rapidement.
Red Hot Rangs Description,"Les boomerangs permettent désormais d'éclater des Bloons gelés et en plomb, et infligent plus de dégâts à tous les Bloons."
Glaive Ricochet Description,Les glaives rebondiront de Bloon en Bloon automatiquement et de façon agressive.
Bionc Boomerang Description,Remplace un bras avec un bras bionique puissant qui peut lancer des boomerangs extrêmement rapidement et infliger plus de dégâts aux Bloons de classe MOAB.
Kylie Boomerang Description,Lance de lourds boomerangs Kylie qui suivent un trajet droit au lieu d'une courbe.
M.O.A.R Glaives Description,Les glaives de type Plusieurs lames volantes et sautantes améliorent grandement les pouvoirs déjà extraordinaires du singe à ricochets de glaives.
Turbo Charge Description,Aptitude Charge turbo : rend cette attaque de singes incroyablement rapide pendant 10 secondes.
MOAB Press Description,"Boomerang Kylie lourd qui frappe les Bloons de classe MOAB plusieurs fois par lancer, et qui les fait parfois reculer un peu."
