//Input. Needs to be first e.g [I] replaced by click or tap,
Click,Clique
Shockwave,Trauma Explosivo
Heavy Shells,Cápsulas Pesadas
Signal Flare,Sinalizador
The Big One,O Grandão
Artillery Battery,Bateria de Artilharia
Shattering Shells,Cápsulas Destrutivas
The Biggest One,O Maior de Todos
Pop and Awe,Estouro Fascinante
Blooncineration,Incinerabloon
,
Focused Firing,Tiro Focado
Advanced Targeting,Mira Avançada
Powerful Darts,Dardos Poderosos
Faster Swivel,Giro Mais Rápido
Faster Barrel Spin,Tambor Mais Rápido
Depleted Bloontonium,Bloontônio Esgotado
Laser Shock,Choque Laser
Laser Cannon,Canhão Laser
Hydra Rocket Pods,Foguetes Hidra
Buckshot,Chumbo
Plasma Accelerator,Acelerador Plasmático
Rocket Storm,Tempestade de Foguetes
Bloon Area Denial System,Sistema de Negação de Área Bloon
Ray of Doom,Raio Apocalíptico
M.A.D,M.A.D.
Bloon Exclusion Zone,Zona de Exclusão de Bloons
,
Guided Magic,Magia Teleguiada
Fireball,Bola de Fogo
Intense Magic,Magia Intensa
Arcane Blast,Estouro Arcano
Wall of Fire,Muralha de Chamas
Monkey Sense,Sentido Macaco
Arcane Mastery,Maestria Arcana
Dragon's Breath,Sopro de Dragão
Shimmer,Reluzente
Arcane Spike,Lança Arcana
Summon Phoenix,Invocar Fênix
Necromancer: Unpopped Army,Necromante: Exército Estouro-Vivo
Archmage,Arquimago
Wizard Lord Phoenix,Lorde Mago Fênix
Soulbind,Príncipe da Escuridão
,
Laser Blasts,Raios Laser
Super Range,Super Alcance
Knockback,Recuo
Plasma Blasts,Raios de Plasma
Epic Range,Alcance Épico
Ultravision,Ultravisão
Sun Avatar,Avatar Solar
Robo Monkey,Macaco Robô
Dark Knight,Cavaleiro Negro
Sun Temple,Templo Solar
Tech Terror,Terror Tecnológico
Dark Champion,Campeão das Trevas
True Sun God,Deus do Sol
The Anti-Bloon,O Antibloon
Legend of the Night,Lenda da Noite
,
Ninja Discipline,Disciplina Ninja
Distraction,Distração
Seeking Shuriken,Shuriken Teleguiado
Sharp Shurikens,Shurikens Afiados
Counter-Espionage,Contraespionagem
Caltrops,Estrepes
Double Shot,Tiro Duplo
Shinobi Tactics,Tática Shinobi
Flash Bomb,Bomba de Luz
Bloonjitsu,Bloonjitsu
Bloon Sabotage,Sabotagem Bloon
Sticky Bomb,Bomba de Cola
Grandmaster Ninja,Grande Mestre Ninja
Grand Saboteur,Grande Sabotador
Master Bomber,Bombardeiro Mestre
,
Larger Potions,Poções Maiores
Stronger Acid,Ácido Mais Forte
Acid Pool,Poço de Ácido
Acidic Mixture Dip,Mistura Ácida
Perishing Potions,Poções de Podridão
Alchemist Faster Throwing,Disparos Mais Rápidos
Berserker Brew,Poção Berserker
Unstable Concoction,Mistura Instável
Lead to Gold,De Chumbo a Ouro
Stronger Stimulant,Estimulante Mais Poderoso
Transforming Tonic,Tônico Transformador
Rubber to Gold,De Borracha a Ouro
Permanent Brew,Mistura Permanente
Total Transformation,Transformação Total
Bloon Master Alchemist,Mestre Bloon Alquimista
,
Hard Thorns,Espinhos Duros
Thorn Swarm,Tempestade de Espinhos
Druidic Reach,Alcance Druídico
Heart of Thunder,Coração de Trovão
Heart of Oak,Coração de Carvalho
Heart of Vengeance,Coração de Vingança
Druid of the Storm,Druida da Tempestade
Druid of the Jungle,Druida da Selva
Druid of Wrath,Druida da Fúria
Ball Lightning,Bola de Raios
Jungle's Bounty,Dom da Selva
Poplust,Sede de Estouro
Superstorm,Supertempestade
Spirit of the Forest,Espírito da Floresta
Avatar of Wrath,Avatar da Fúria
,
Increased Production,Produção Aumentada
Long Life Bananas,Bananas Longa Vida
EZ Collect,Coleta Fácil
Greater Production,Produção Maior
Valuable Bananas,Valiosas Bananas
Banana Salvage,Resgate de Bananas
Banana Plantation,Plantação de Bananas
Monkey Bank,Banco Macaco
Marketplace,Mercado
Banana Research Facility,Instituto de Pesquisas Bananísticas
IMF loan,Empréstimo do FMI
Central Market,Mercado Central
Banana Central,Central das Bananas
Monkey-Nomics,Simionomia
Monkey Wall Street,Bolsa de Valores Símios
,
Sentry Gun,Arma Sentinela
Larger Service Area,Maior Área de Serviço
Oversize Nails,Pregos Gigantes
Faster Engineering,Engenharia Mais Rápida
Deconstruction,Desconstrução
Pin,Alfinete
Sprockets,Foguetes
Cleansing Foam,Espuma de Limpeza
Double Gun,Arma Dupla
Sentry Expert,Especialista em Torres
Overclock,Aceleração
Bloon Trap,Armadilha Bloon
Sentry Paragon,Torre Campeã
Ultraboost,Ultraimpulso
XXXL Trap,Armadilha XXXG
,
Bigger Stacks,Pacotes Maiores
Faster Production,Produção Mais Rápida
Long Reach,Longo Alcance
White Hot Spikes,Espinhos Quentes
Even Faster Production,Produção Mais Rápida Ainda
Smart Spikes,Espinhos Inteligentes
Spiked Balls,Bolas de Espinhos
MOAB SHREDR,DSTR MOAB
Long Life Spikes,Espinhos de Vida Longa
Spiked Mines,Minas de Espinhos
Spike Storm,Tempestade de Espinhos
Deadly Spikes,Espinhos Mortais
Super Mines,Minas Superiores
Carpet of Spikes,Tapete de Espinhos
Perma-Spike,Espinho Permanente
,
Military Efficiency,Eficiência Militar
Magic Sciences,Ciências Mágicas
Private Tuition,Aula Particular
Wider Influence,Maior Influência
Academic Network,Rede Acadêmica
Heroic Presence,Presença Heroica
M.A.S.H,M.A.S.H.
Wizards Library,Biblioteca dos Magos
Heroic Academy,Academia Heroica
Military Barracks,Quartel Militar
Magic Arcanum,Arcano Mágico
Power Hero Development (PhD),Poder Heroico em Desenvolvimento (PhD)
Military HQ,QG Militar
Nexus Crucible,Cadinho Nexus
Dynamic Duo,Dupla Dinâmica
,
Bigger Radius,Raio Maior
Grow Blocker,Bloqueador de Crescimento
Monkey Business,Negócios Símios
Jungle Drums,Tambores da Selva
Radar Scanner,Scanner Radar
Monkey Commerce,Comércio Símio
Primary Training,Treinamento Primário
Monkey Intelligence Bureau,Agência de Inteligência Símia
Monkey Town,Cidade dos Macacos
Primary Mentoring,Monitoria Primária
Call to Arms,Chamado às Armas
Monkey City,Cidade dos Macacos
Primary Expertise,Experiência Primária
Homeland Defense,Defesa Interna
Monkeyopolis,Macacópolis
,
//Power names,
SuperMonkeyStorm,Super Tempestade\nde Macacos
MonkeyBoost,Impulso Símio
Thrive,Prosperar
DartTime,Parar Tempo
CashDrop,Descarga de Dinheiro
BananaFarmer,Fazendeiro
PortableLake,Lago Portátil
Pontoon,Balsa
RoadSpikes,Espinhos
MoabMine,Mina MOAB
CamoTrap,Armadilha de Camuflados
GlueTrap,Armadilha de Cola
,
//Power descriptions,
SuperMonkeyStorm Description,É um pássaro? É um avião? É um esquadrão de macacos voadores com raios laser superpoderosos que destruirão qualquer Bloon na tela e causarão grande dano a Bloons Classe MOAB.
MonkeyBoost Description,Vamos esquentar o negócio! Todas as torres atacam duas vezes mais rápido por {0} segundos.
Thrive Description,Aumenta a produção de dinheiro de todas as suas torres e Bloons estourados em {0}% pelo resto dessa rodada e na próxima!
DartTime Description,"Se às vezes as coisas andam rápido demais, use Parar Tempo para parar um pouco a ação para você focar na gestão de seus Macacos."
CashDrop Description,Precisa de um dinheirinho rápido? Use o Comando Macaco para derrubar um dos grandões cheios de dinheiro rapidamente!
BananaFarmer Description,"Cansado de colher bananas sozinho? Esse cara também, mas pelo menos ele é pago pra isso. O fazendeiro colhe automaticamente todas as bananas ao seu alcance para que você não precise fazê-lo."
PortableLake Description,"Não tem onde deixar seu barco? Macacos espertos sabem que podem construir Lagos Portáteis na terra, permitindo o envio de unidades aquáticas em suas águas."
Pontoon Description,Coloque quase qualquer torre de terra na água com a Balsa! Coloque a balsa na água e então monte sua torre em cima.
RoadSpikes Description,Um monte de espinhos prontos para serem postos onde quer que você precise!
MoabMine Description,Uma poderosa mina que detecta a presença de Bloons Classe MOAB e estoura causando muito dano.
CamoTrap Description,"A fina flor da Engenharia Símia, essa armadilha retira a camuflagem dos primeiros {0} Bloons que a tocarem."
GlueTrap Description,Essa armadilha colante deixará lentos os primeiros {0} Bloons que passarem por ela antes de desaparecer.
,
//Upgrade Descriptions,
Sharp Shots Description,Estoura um bloon extra por disparo.
Quick Shots Description,Dispara 15% mais rápido.
Long Range Darts Description,Faz o Macaco Dardo disparar mais longe que o normal.
Razor Sharp Shots Description,Estoura 2 Bloons extras por disparo.
Very Quick Shots Description,Dispara 33% mais rápido!
Enhanced Eyesight Description,Dispara ainda mais longe e detecta Camuflagem.
Spike-o-pult Description,Converte o Macaco Dardo numa Catapulta de Espinhos mais lenta que lança grandes bolas espinhadas. Cada bola pode estourar muitos Bloons e quica em obstáculos.
Triple Shot Description,Dispara 3 dardos de uma vez ao invés de um.
Crossbow Description,Usa uma Besta de longo alcance que pode estourar 3 camadas de Bloon a cada acerto.
Juggernaut Description,Lança uma bola de espinhos gigante que estoura chumbo é ótima pra destruir cerâmica.
Super Monkey Fan Club Description,"Habilidade do Fã Clube do Supermacaco: Converte até 10 Macacos Dardos, incluindo a si próprio, em Supermacacos por 15 segundos. A velocidade do ataque básico também aumenta."
Sharp Shooter Description,O Atirador Afiado dispara mais rápido e lança poderosos Disparos Críticos a cada poucos disparos que causam muito mais dano.
Ultra-Juggernaut Description,Bola de espinhos gigantesca que se divide duas vezes em 6 bolas Jamanta para ainda mais poder destrutivo.
Plasma Monkey Fan Club Description,A assinatura de elite desse clube dá aos Macacos Dardos ainda mais poder!
Crossbow Master Description,O Mestre da Besta dispara bem rápido e devasta a maior parte dos tipos de Bloons facilmente.
,
Improved Rangs Description,Pode estourar até 8 Bloons por lançamento.
Faster Throwing Description,Dispara bumerangues mais rápido.
Long Range Rangs Description,Lança bumerangues mais longe que o normal.
Glaives Description,Lança lâminas mais rápidas e maiores ao invés de bumerangues.
Faster Rangs Description,Bumerangues são disparados e viajam mais rápido.
Red Hot Rangs Description,"Bumerangues agora estouram Bloons de Chumbo e Congelados, e causam mais dano em todos."
Glaive Ricochet Description,As lâminas ricochetearão de Bloon em Bloon automática e agressivamente.
Bionc Boomerang Description,Substitui o braço por um forte braço biônico que pode lançar bumerangues muito rapidamente e causa mais dano a Bloons classe MOAB.
Kylie Boomerang Description,Lança pesados bumerangues Kylie que seguem uma linha reta ao invés de curva.
M.O.A.R Glaives Description,Múltiplos Objetos Avançados de Ricochete aumenta enormemente os já extraordinariamente poderes do Macaco de Lâminas Ricochetes.
Turbo Charge Description,Habilidade Carga Turbo: Faz esse Macaco atacar incrivelmente rápido por 10 segundos.
MOAB Press Description,Os bumerangues Kylie pesados atingem Bloons Classe MOAB várias vezes por lançamento e às vezes os faz recuar um pouco pelo caminho.
Glaive Lord Description,"O Senhor das Lâminas se envolve em 3 lâminas especiais que retalham tudo o que passa por perto. As lâminas do Senhor das Lâminas agora cortam Bloons classe MOAB, dilacerando-os lentamente de dentro pra fora."
Perma Charge Description,A habilidade de Carga Permanente tem supervelocidade de ataque permanentemente. A habilidade aumenta ainda mais sua letalidade.
MOAB Domination Description,Kylies especiais de recuo se ativam mais frequentemente e causam muito dano extra.
,
Bigger Bombs Description,"Dispara bombas maiores, têm uma área maior e mais poder de estouro."
Faster Reload Description,Recarrega mais rápido.
Extra Range Description,Aumenta o alcance do ataque.
Heavy Bombs Description,Bombas pesadas que podem estourar 2 camadas de Bloons de uma só vez e estouram mais Bloons.
Missile Launcher Description,"Troca bombas por mísseis, que disparam mais rápido e têm maior alcance."
Frag Bombs Description,"Explosões espalham fragmentos afiados que podem estourar mais Bloons, inclusive os Pretos."
Really Big Bombs Description,Grandes bombas causam mais dano numa grande área e permitem que os fragmentos explodam mais Bloons.
MOAB Mauler Description,Esmaga MOAB causa muito mais dano a Bloons Classe MOAB.
Cluster Bombs Description,Lança bombas secundárias ao invés de fragmentos afiados a cada disparo.
Bloon Impact Description,As explosões ficam tão violentas que os Bloons ficam atordoados por um pequeno tempo quando atingidos. O alcance aumenta e os fragmentos são ainda mais eficientes.
MOAB Assassin Description,Habilidade Assassinar MOAB: Míssil especial voa e causa dano massivo a Bloons Classe MOAB. O alcance do ataque básica e o dano contra classe MOAB também aumentam.
Recursive Cluster Description,A cada segundo disparo a bomba de fragmentação lança ainda mais fragmentos para maior destruição.
Bloon Crush Description,Explosões triturantes causam grande dano e podem atordoar Bloons Classe MOAB.
MOAB Eliminator Description,Dano imenso em MOABs e a habilidade Assassinar causa 6x o dano com uma pequena recarga.
Bomb Blitz Description,"Causa muito mais dano e ganha a habilidade passiva Tempestade de Bombas - quando vidas são perdidas, a Tempestade de Bombas ativa automaticamente, destruindo todos exceto os maiores Bloons."
,
Faster Shooting Description,Dispara tachinhas mais rápido.
Long Range Tacks Description,Tachinhas voam mais longe do que o normal.
More Tacks Description,Dispara 10 tachinhas ao invés de 8 e aumenta o dano do Anel de Fogo.
Even Faster Shooting Description,Dispara tachinhas ainda mais rápido.
Super Range Tacks Description,Tachinhas possuem alcance ainda maior e podem estourar mais Bloons.
Even More Tacks Description,Atira 12 tachinhas por disparo e aumenta ainda mais o dano do Anel de Fogo.
Hot Shots Description,Dispara tachinhas incandescentes que causam dano extra e podem estourar Bloons de Chumbo.
Blade Shooter Description,Troca tacinhas por lâminas afiadas que podem estourar até 5 Bloons adicionais.
Tack Sprayer Description,Dispara 16 tachinhas por rajada.
Ring of Fire Description,Danifica muito mais Bloons com um anel de chamas mortal ao invés de tachinhas.
Blade Maelstrom Description,Habilidade Tempestade de Lâminas: Cobre a área numa tempestade de lâminas.
Overdrive Description,Dispara incrivelmente rápido.
Inferno Ring Description,Chamas infernais desintegram os Bloons.
Super Maelstrom Description,Habilidade Tempestade ainda mais poderosa e mais duradoura.
The Tack Zone Description,"Muitas, muitas tachinhas."
,
Permafrost Description,Bloons se movem lentamente após derretimento.
Enhanced Freeze Description,Ataca mais rápido e congela por mais tempo.
Larger Radius Description,Maior área de congelamento.
Metal Freeze Description,Pode congelar e estourar Bloons de Chumbo e Camuflados.
Deep Freeze Description,Congela uma cada extra e o congelamento dura mais tempo.
Re-Freeze Description,Pode recongelar Bloons já congelados.
Ice Shards Description,Fragmentos afiados voam quando Bloons congelados estouram.
Arctic Wind Description,Aumenta muito a perfuração e ganha uma aura superfria que desacelera Bloons e congela águas próximas.
Cryo Cannon Description,Dispara bombas congelantes a Bloons em longa distância.
Embrittlement Description,"Pode atingir Bloons classe MOAB. Todos os Bloons atingidos se tornam frágeis, recebem dano extra quando congelados e perdem as propriedades de camuflagem."
